משנת דיגום 2012 קבוצת פרמטרים: מתכות;אורגנים תעשייה;חומרי הדברה;דלקים;כלוריד ניטרט,,,,,,,,,
זיהוי,שם,תא דיווח,שימוש,פרמטר,סוג תקן מי שתייה,ערך תקן,תאריך דיגום אחרון,ריכוז אחרון,אחוז מתקן מי השתיה
23914701,מק טירת הכרמל 2,420,חברת מקורות,TOLU,תקן ישראלי מותר,700,15/10/2017,0,0
23914701,מק טירת הכרמל 2,420,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,15/10/2017,0,0
23914701,מק טירת הכרמל 2,420,חברת מקורות,XYLE,תקן ישראלי מותר,500,15/10/2017,0,0
23915601,מק כרמל 1,421,חברת מקורות,AS,תקן ישראלי מותר,10,05/01/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,ATRA,תקן ישראלי מותר,2,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,BENZ,תקן ישראלי מותר,5,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,CCL4,תקן ישראלי מותר,4,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,CD,תקן ישראלי מותר,5,05/01/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,CDCE,תקן ישראלי מותר,50,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,CHLF,תקן ישראלי מותר,80,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,Cl,תקן ישראלי מותר,400,15/05/2017,389,97.3
23915601,מק כרמל 1,421,חברת מקורות,CR,תקן ישראלי מותר,50,05/01/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,DCET,תקן ישראלי מותר,4,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,DCEY,תקן ישראלי מותר,10,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,ETBN,תקן ישראלי מותר,300,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,LIND,תקן ישראלי מותר,1,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,MTBE,תקן ישראלי מותר,40,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,NI,תקן ישראלי מותר,20,05/01/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,NO3,תקן ישראלי מותר,70,15/05/2017,19,27.1
23915601,מק כרמל 1,421,חברת מקורות,PB,תקן ישראלי מותר,10,05/01/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,SIMZ,תקן ישראלי מותר,2,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,TCEY,תקן ישראלי מותר,20,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,TDCE,תקן ישראלי מותר,50,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,TECE,תקן ישראלי מותר,10,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,TOLU,תקן ישראלי מותר,700,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,11/10/2015,0,0
23915601,מק כרמל 1,421,חברת מקורות,XYLE,תקן ישראלי מותר,500,11/10/2015,0,0
23915602,מק כרמל 2,421,חברת מקורות,AS,תקן ישראלי מותר,10,03/01/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,ATRA,תקן ישראלי מותר,2,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,BENZ,תקן ישראלי מותר,5,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,CCL4,תקן ישראלי מותר,4,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,CD,תקן ישראלי מותר,5,03/01/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,CDCE,תקן ישראלי מותר,50,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,CHLF,תקן ישראלי מותר,80,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,Cl,תקן ישראלי מותר,400,02/10/2017,384,96
23915602,מק כרמל 2,421,חברת מקורות,CR,תקן ישראלי מותר,50,03/01/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,DCET,תקן ישראלי מותר,4,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,DCEY,תקן ישראלי מותר,10,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,ETBN,תקן ישראלי מותר,300,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,LIND,תקן ישראלי מותר,1,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,MTBE,תקן ישראלי מותר,40,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,NI,תקן ישראלי מותר,20,03/01/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,NO3,תקן ישראלי מותר,70,09/07/2017,14,20
23915602,מק כרמל 2,421,חברת מקורות,PB,תקן ישראלי מותר,10,03/01/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,SIMZ,תקן ישראלי מותר,2,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,TCEY,תקן ישראלי מותר,20,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,TDCE,תקן ישראלי מותר,50,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,TECE,תקן ישראלי מותר,10,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,TOLU,תקן ישראלי מותר,700,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,18/09/2016,0,0
23915602,מק כרמל 2,421,חברת מקורות,XYLE,תקן ישראלי מותר,500,18/09/2016,0,0
23915901,מק כפר חסידים 5,370,חברת מקורות,Cl,תקן ישראלי מותר,400,15/05/2017,152,38
23915901,מק כפר חסידים 5,370,חברת מקורות,NO3,תקן ישראלי מותר,70,15/05/2017,36,51.4
23915902,מק כפר חסידים 6,370,חברת מקורות,AS,תקן ישראלי מותר,10,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,ATRA,תקן ישראלי מותר,2,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,BENZ,תקן ישראלי מותר,5,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,CCL4,תקן ישראלי מותר,4,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,CD,תקן ישראלי מותר,5,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,CDCE,תקן ישראלי מותר,50,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,CHLF,תקן ישראלי מותר,80,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,Cl,תקן ישראלי מותר,400,16/07/2015,106,26.5
23915902,מק כפר חסידים 6,370,חברת מקורות,CR,תקן ישראלי מותר,50,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,DCET,תקן ישראלי מותר,4,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,DCEY,תקן ישראלי מותר,10,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,ETBN,תקן ישראלי מותר,300,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,LIND,תקן ישראלי מותר,1,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,MTBE,תקן ישראלי מותר,40,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,NI,תקן ישראלי מותר,20,18/11/2013,5,25
23915902,מק כפר חסידים 6,370,חברת מקורות,NO3,תקן ישראלי מותר,70,16/07/2015,29.1,41.6
23915902,מק כפר חסידים 6,370,חברת מקורות,PB,תקן ישראלי מותר,10,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,SIMZ,תקן ישראלי מותר,2,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,TCEY,תקן ישראלי מותר,20,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,TDCE,תקן ישראלי מותר,50,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,TECE,תקן ישראלי מותר,10,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,TOLU,תקן ישראלי מותר,700,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,18/11/2013,0,0
23915902,מק כפר חסידים 6,370,חברת מקורות,XYLE,תקן ישראלי מותר,500,18/11/2013,0,0
24014701,מח טירה ת/2 מקורות,420,מחקר,NO3,תקן ישראלי מותר,70,14/03/2018,1,1.4
24014702,מק טירת הכרמל 1,420,חברת מקורות,AS,תקן ישראלי מותר,10,06/03/2013,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,ATRA,תקן ישראלי מותר,2,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,BENZ,תקן ישראלי מותר,5,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,CCL4,תקן ישראלי מותר,4,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,CD,תקן ישראלי מותר,5,06/03/2013,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,CDCE,תקן ישראלי מותר,50,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,CHLF,תקן ישראלי מותר,80,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,Cl,תקן ישראלי מותר,400,13/09/2017,216.2,54.1
24014702,מק טירת הכרמל 1,420,חברת מקורות,CR,תקן ישראלי מותר,50,06/03/2013,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,DCET,תקן ישראלי מותר,4,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,DCEY,תקן ישראלי מותר,10,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,ETBN,תקן ישראלי מותר,300,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,LIND,תקן ישראלי מותר,1,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,MTBE,תקן ישראלי מותר,40,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,NI,תקן ישראלי מותר,20,06/03/2013,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,NO3,תקן ישראלי מותר,70,13/09/2017,12.83,18.3
24014702,מק טירת הכרמל 1,420,חברת מקורות,PB,תקן ישראלי מותר,10,06/03/2013,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,SIMZ,תקן ישראלי מותר,2,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,TCEY,תקן ישראלי מותר,20,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,TDCE,תקן ישראלי מותר,50,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,TECE,תקן ישראלי מותר,10,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,TOLU,תקן ישראלי מותר,700,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,15/10/2017,0,0
24014702,מק טירת הכרמל 1,420,חברת מקורות,XYLE,תקן ישראלי מותר,500,15/10/2017,0,0
24115901,פ שפרעם קרמן טהר,370,פרטי,Cl,תקן ישראלי מותר,400,14/09/2017,157.5,39.4
24115901,פ שפרעם קרמן טהר,370,פרטי,NO3,תקן ישראלי מותר,70,14/09/2017,21.93,31.3
24117301,מק נטופה 7,591,חברת מקורות,Cl,תקן ישראלי מותר,400,19/07/2017,99.03,24.8
24117301,מק נטופה 7,591,חברת מקורות,NO3,תקן ישראלי מותר,70,19/07/2017,40.7,58.1
24117801,מק נטופה 5,591,חברת מקורות,AS,תקן ישראלי מותר,10,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,ATRA,תקן ישראלי מותר,2,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,BENZ,תקן ישראלי מותר,5,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,CCL4,תקן ישראלי מותר,4,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,CD,תקן ישראלי מותר,5,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,CDCE,תקן ישראלי מותר,50,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,CHLF,תקן ישראלי מותר,80,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,Cl,תקן ישראלי מותר,400,17/10/2017,177,44.3
24117801,מק נטופה 5,591,חברת מקורות,CR,תקן ישראלי מותר,50,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,DCET,תקן ישראלי מותר,4,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,DCEY,תקן ישראלי מותר,10,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,ETBN,תקן ישראלי מותר,300,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,LIND,תקן ישראלי מותר,1,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,MTBE,תקן ישראלי מותר,40,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,NI,תקן ישראלי מותר,20,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,NO3,תקן ישראלי מותר,70,05/07/2017,16.49,23.6
24117801,מק נטופה 5,591,חברת מקורות,PB,תקן ישראלי מותר,10,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,SIMZ,תקן ישראלי מותר,2,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,TCEY,תקן ישראלי מותר,20,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,TDCE,תקן ישראלי מותר,50,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,TECE,תקן ישראלי מותר,10,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,TOLU,תקן ישראלי מותר,700,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,28/01/2014,0,0
24117801,מק נטופה 5,591,חברת מקורות,XYLE,תקן ישראלי מותר,500,28/01/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,AS,תקן ישראלי מותר,10,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,CD,תקן ישראלי מותר,5,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,Cl,תקן ישראלי מותר,400,04/07/2017,209,52.2
24117901,מק כפר קנה  1,591,חברת מקורות,CR,תקן ישראלי מותר,50,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,ETBN,תקן ישראלי מותר,300,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,LIND,תקן ישראלי מותר,1,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,MTBE,תקן ישראלי מותר,40,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,NI,תקן ישראלי מותר,20,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,NO3,תקן ישראלי מותר,70,04/07/2017,17.38,24.8
24117901,מק כפר קנה  1,591,חברת מקורות,PB,תקן ישראלי מותר,10,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,SIMZ,תקן ישראלי מותר,2,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,TCEY,תקן ישראלי מותר,20,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,TDCE,תקן ישראלי מותר,50,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,TECE,תקן ישראלי מותר,10,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,TOLU,תקן ישראלי מותר,700,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,22/10/2014,0,0
24117901,מק כפר קנה  1,591,חברת מקורות,XYLE,תקן ישראלי מותר,500,22/10/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,AS,תקן ישראלי מותר,10,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,ATRA,תקן ישראלי מותר,2,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,BENZ,תקן ישראלי מותר,5,21/05/2017,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,CCL4,תקן ישראלי מותר,4,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,CD,תקן ישראלי מותר,5,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,CDCE,תקן ישראלי מותר,50,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,CHLF,תקן ישראלי מותר,80,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,Cl,תקן ישראלי מותר,400,02/07/2018,253.7,63.4
24118701,מק צומת גולני 1,591,חברת מקורות,CR,תקן ישראלי מותר,50,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,DCET,תקן ישראלי מותר,4,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,DCEY,תקן ישראלי מותר,10,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,ETBN,תקן ישראלי מותר,300,21/05/2017,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,21/05/2017,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,LIND,תקן ישראלי מותר,1,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,MTBE,תקן ישראלי מותר,40,21/05/2017,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,NI,תקן ישראלי מותר,20,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,NO3,תקן ישראלי מותר,70,02/07/2018,28.5,40.7
24118701,מק צומת גולני 1,591,חברת מקורות,PB,תקן ישראלי מותר,10,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,SIMZ,תקן ישראלי מותר,2,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,TCEY,תקן ישראלי מותר,20,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,TDCE,תקן ישראלי מותר,50,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,TECE,תקן ישראלי מותר,10,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,TOLU,תקן ישראלי מותר,700,21/05/2017,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,21/05/2014,0,0
24118701,מק צומת גולני 1,591,חברת מקורות,XYLE,תקן ישראלי מותר,500,21/05/2017,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,AS,תקן ישראלי מותר,10,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,ATRA,תקן ישראלי מותר,2,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,BENZ,תקן ישראלי מותר,5,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,CCL4,תקן ישראלי מותר,4,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,CD,תקן ישראלי מותר,5,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,CDCE,תקן ישראלי מותר,50,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,CHLF,תקן ישראלי מותר,80,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,Cl,תקן ישראלי מותר,400,02/07/2018,187.42,46.9
24118801,מק צומת גולני 3,591,חברת מקורות,CR,תקן ישראלי מותר,50,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,DCET,תקן ישראלי מותר,4,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,DCEY,תקן ישראלי מותר,10,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,ETBN,תקן ישראלי מותר,300,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,LIND,תקן ישראלי מותר,1,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,MTBE,תקן ישראלי מותר,40,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,NI,תקן ישראלי מותר,20,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,NO3,תקן ישראלי מותר,70,02/07/2018,18.59,26.6
24118801,מק צומת גולני 3,591,חברת מקורות,PB,תקן ישראלי מותר,10,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,SIMZ,תקן ישראלי מותר,2,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,TCEY,תקן ישראלי מותר,20,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,TDCE,תקן ישראלי מותר,50,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,TECE,תקן ישראלי מותר,10,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,TOLU,תקן ישראלי מותר,700,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,27/08/2014,0,0
24118801,מק צומת גולני 3,591,חברת מקורות,XYLE,תקן ישראלי מותר,500,27/08/2014,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,14DIX,תקן ישראלי מומלץ,3,08/05/2016,1238,41266.7
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,AS,תקן ישראלי מותר,10,08/02/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,CD,תקן ישראלי מותר,5,08/02/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,08/05/2016,21740,43480
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,Cl,תקן ישראלי מותר,400,02/11/2015,578.1,144.5
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,CR,תקן ישראלי מותר,50,08/02/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,DCET,תקן ישראלי מותר,4,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,08/05/2016,19436,194360
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,ETBN,תקן ישראלי מותר,300,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,NI,תקן ישראלי מותר,20,08/02/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,NO3,תקן ישראלי מותר,70,02/11/2015,0.75,1.1
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,PB,תקן ישראלי מותר,10,08/02/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,08/05/2016,4751.5,23757.5
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,TECE,תקן ישראלי מותר,10,08/05/2016,1326.12,13261.2
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,08/05/2016,0,0
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,08/05/2016,7219.7,1443940
24214601,נת טירת הכרמל 2,410,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,14DIX,תקן ישראלי מומלץ,3,08/05/2016,43.2,1440
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,AS,תקן ישראלי מותר,10,08/02/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,CD,תקן ישראלי מותר,5,08/02/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,08/05/2016,2592,5184
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,Cl,תקן ישראלי מותר,400,02/11/2015,712.7,178.2
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,CR,תקן ישראלי מותר,50,08/02/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,DCET,תקן ישראלי מותר,4,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,08/05/2016,906.87,9068.7
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,ETBN,תקן ישראלי מותר,300,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,NI,תקן ישראלי מותר,20,08/02/2016,26.13,130.7
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,NO3,תקן ישראלי מותר,70,02/11/2015,10.45,14.9
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,PB,תקן ישראלי מותר,10,08/02/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,08/05/2016,4171,20855
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,TECE,תקן ישראלי מותר,10,08/05/2016,473.8,4738
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,08/05/2016,0,0
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,08/05/2016,149.2,29840
24214602,נת טירת הכרמל 3,410,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,08/05/2016,0,0
